Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Status Epilepticus	8/221	2.6718985898790992E-5	4.473495628846982E-4	0	0	6.703536115300821	70.58914806707301	SOCS3;IL1B;PLAT;CXCL1;SOD2;TNF;S100A9;MMP9
Osteoporosis	11/441	2.6746602851084114E-5	4.4705036193954875E-4	0	0	4.619131603258587	48.63531283194309	CYP27B1;IL1A;CSF3;IL6;MMP13;CCL20;IL1B;S100A12;SOD2;TNF;ICAM1
Hyperalgesia, Thermal	6/109	2.7810161565675348E-5	4.640378062265829E-4	0	0	10.193679918450561	106.93281427227451	IL1A;IL6;EDN1;IL1B;TNF;S100A9
Shigella Infections	5/66	2.8766304989554084E-5	4.791783820971823E-4	0	0	14.029180695847362	146.69340377955876	IL6;LTB;CXCL2;TNF;TLR2
Congenital arteriovenous malformation	5/66	2.8766304989554084E-5	4.7836758957248317E-4	0	0	14.029180695847362	146.69340377955876	EDN1;IL6;IL1B;TNF;ICAM1
Anemia of chronic disease	4/33	2.916158487588243E-5	4.841217164867779E-4	0	0	22.44668911335578	234.40310440574646	IL1A;IL6;IL1B;TNF
Pemphigus	4/33	2.916158487588243E-5	4.833053223611678E-4	0	0	22.44668911335578	234.40310440574646	C3;IL6;TNF;MMP9
Allergic rhinitis (disorder)	7/163	2.935745536930139E-5	4.8573244338298663E-4	0	0	7.952738014087707	82.99448783878503	IL1A;CSF2;IL1B;PLAT;TNF;MMP9;ICAM1
androgen independent prostate cancer	7/163	2.935745536930139E-5	4.8491608633528414E-4	0	0	7.952738014087707	82.99448783878503	IL6;EDN1;MIR221;TNF;MMP9;CXCL5;BIRC3
Acute Erythroblastic Leukemia	8/224	2.941947825074823E-5	4.8512522189321077E-4	0	0	6.613756613756613	69.00696810487526	STAT5A;IL6;P2RY6;CSF2;PDGFB;PLAT;INHBA;TNF
Idiopathic Inflammatory Myopathies	5/67	3.0953431956436826E-5	5.095650406496836E-4	0	0	13.819789939192923	143.4912476210453	IL1A;FAM167A;IL1B;TNFAIP3;TNF
Parasitemia	5/67	3.0953431956436826E-5	5.087129251970921E-4	0	0	13.819789939192923	143.4912476210453	IL6;CSF2;TNF;ICAM1;TLR2
Bronchiectasis	6/112	3.242881087027065E-5	5.320707065659766E-4	0	0	9.92063492063492	102.54427882838004	IL1A;IL1B;TNF;MMP9;ICAM1;TLR2
Leukemia, Myelocytic, Acute	23/1703	3.2491983159982135E-5	5.322186841605073E-4	0	0	2.5010330353841805	25.846968849560312	STAT5A;CSF3;CSF2;MX1;PDGFB;LIF;CXCL1;TNF;MMP9;CXCL5;ICAM1;SOCS3;IL1A;IL6;IFI27;MIR221;IL1B;IRF7;S100A12;LTB;S100A9;S100A8;TLR2
Radiation Injuries, Experimental	3/12	3.251469261094938E-5	5.31704490815991E-4	0	0	46.29629629629629	478.4175227059817	IL1B;SOD2;TNF
Carditis	3/12	3.251469261094938E-5	5.308212607648016E-4	0	0	46.29629629629629	478.4175227059817	IL6;TNF;TLR2
Coprophilia (disorder)	3/12	3.251469261094938E-5	5.299409601665184E-4	0	0	46.29629629629629	478.4175227059817	IL6;IL1B;TNF
Infarction	3/12	3.251469261094938E-5	5.290635744708784E-4	0	0	46.29629629629629	478.4175227059817	CSF3;ITGB3;TNF
Intracranial Arteriovenous Malformation	3/12	3.251469261094938E-5	5.281890892238191E-4	0	0	46.29629629629629	478.4175227059817	EDN1;IL6;ITGB3
Pseudorabies	3/12	3.251469261094938E-5	5.273174900666841E-4	0	0	46.29629629629629	478.4175227059817	IL1A;IL1B;TNF
Malignant neoplasm of vulva	4/34	3.2912859038625586E-5	5.328955166912887E-4	0	0	21.78649237472767	224.8724863685823	IL1A;CSF2;IL1B;TNF
Classical Hodgkin's Lymphoma	7/166	3.299572333388919E-5	5.33358501522143E-4	0	0	7.8090138331102175	80.58224922564901	STAT5A;SOCS3;IL6;TNFAIP3;SOD2;TNF;ICAM1
Leishmaniasis	5/68	3.326740647789595E-5	5.368671114363899E-4	0	0	13.616557734204793	140.39940665506177	IL32;IL1A;IL6;IL1B;TNF
Erythema	6/113	3.409834864564683E-5	5.493747057203558E-4	0	0	9.83284169124877	101.14318192390652	IL1A;IL6;IL1B;PDGFB;TNF;ICAM1
Hereditary hemochromatosis	7/167	3.428783195462087E-5	5.515234246317739E-4	0	0	7.7622532712353065	79.8015526077769	IL6;MMP13;IL1B;TNF;S100A9;ICAM1;BIRC3
Histiocytosis, Langerhans-Cell	5/69	3.571330095130467E-5	5.73513597629775E-4	0	0	13.419216317767042	137.41260551396888	IL1A;BCL2A1;IL1B;PDGFB;TNF
Hepatolenticular Degeneration	5/69	3.571330095130467E-5	5.725780126417982E-4	0	0	13.419216317767042	137.41260551396888	CYP27B1;IL6;IL1B;SOD2;TNF
Tuberculosis, Pulmonary	7/169	3.699705029246973E-5	5.921938278084568E-4	0	0	7.670392285776901	78.27384022820733	IL1A;IL6;IL1B;TNF;MMP9;ICAM1;TLR2
Cyst	7/169	3.699705029246973E-5	5.912309110152724E-4	0	0	7.670392285776901	78.27384022820733	EDN1;MMP13;LIF;TNF;MMP9;IVL;BIRC3
Polyradiculoneuropathy, Chronic Inflammatory Demyelinating	4/35	3.700573316539801E-5	5.904096518661229E-4	0	0	21.16402116402116	215.96693559592512	IL6;CSF2;LIF;MMP9
Angina, Unstable	5/70	3.829629576489205E-5	6.100097160086856E-4	0	0	13.227513227513226	134.52589130656554	IL6;TNFSF14;ITGB3;IL1B;TNF
Dental caries	7/170	3.841620965621536E-5	6.109296254066094E-4	0	0	7.625272331154684	77.52638063925788	IL6;MMP13;INHBA;PDZK1IP1;TNF;KRT6B;CXCL5
Promyelocytic leukemia	8/233	3.893048966874296E-5	6.181080007502517E-4	0	0	6.358289620092195	64.56037398337936	CSF3;CSF2;MIR221;CYP4F3;PLAT;TNF;PPARGC1A;S100A8
Idiopathic Pulmonary Fibrosis	10/379	3.9498048636779114E-5	6.261077774230082E-4	0	0	4.88615264340858	49.541968576556364	IL1A;IL6;EDN1;MMP13;IL1B;PDGFB;TNF;CXCL14;MMP9;TLR2
Respiratory Syncytial Virus Infections	6/116	3.95252575125018E-5	6.255301623717676E-4	0	0	9.578544061302681	97.11274578265947	IFITM1;IL6;IL1B;TNF;ICAM1;TLR2
Duodenal Ulcer	5/71	4.102167914968087E-5	6.481689110660186E-4	0	0	13.041210224308816	131.73460969295553	IL1A;IL6;IL1B;TNF;S100A8
Pterygium	5/71	4.102167914968087E-5	6.471285115297971E-4	0	0	13.041210224308816	131.73460969295553	IL6;MMP9;S100A9;S100A8;HBEGF
Lichen Sclerosus et Atrophicus	4/36	4.145899962023739E-5	6.52979244018739E-4	0	0	20.576131687242796	207.62974444528518	IL1A;IL1B;TNF;MMP9
Oestrogen deficiency	4/36	4.145899962023739E-5	6.519344772283089E-4	0	0	20.576131687242796	207.62974444528518	IL1A;IL6;IL1B;TNF
Acute asthma	3/13	4.210308141880867E-5	6.61004926811584E-4	0	0	42.73504273504273	430.57220628669194	EDN1;VNN1;TLR2
Beryllium Disease	3/13	4.210308141880867E-5	6.599506924785512E-4	0	0	42.73504273504273	430.57220628669194	IL6;IL1B;TNF
Cholera Infantum	3/13	4.210308141880867E-5	6.588998155797E-4	0	0	42.73504273504273	430.57220628669194	CSF3;EDN1;MYLK
Contact hypersensitivity	5/72	4.389484699145253E-5	6.858482611001518E-4	0	0	12.860082304526749	129.03438304240635	KRT4;SAA1;PI3;CXCL14;S100A8
Hyperalgesia	6/119	4.562413966899241E-5	7.117365788362816E-4	0	0	9.337068160597573	93.32468349962126	IL1A;IL6;EDN1;IL1B;TNF;S100A9
Lupus Erythematosus, Discoid	9/309	4.578399487719636E-5	7.130984178337334E-4	0	0	5.393743257820928	53.89199560274097	C3;IL1A;IL6;FAM167A;TNIP1;IL1B;IRF7;TNF;TLR2
Glomerulonephritis, Membranoproliferative	4/37	4.629180533236006E-5	7.198668715291687E-4	0	0	20.02002002002002	199.8107227867578	C3;EDN1;IL1B;CFB
Brucellosis	4/37	4.629180533236006E-5	7.187296410844149E-4	0	0	20.02002002002002	199.8107227867578	IL1A;IL6;IL1B;TNF
Pseudoxanthoma Elasticum	4/37	4.629180533236006E-5	7.175959981174048E-4	0	0	20.02002002002002	199.8107227867578	EDN1;S100A12;MMP9;ICAM1
Malignant Head and Neck Neoplasm	11/470	4.770215066382094E-5	7.382940735811531E-4	0	0	4.334121355397951	43.126822226847864	STAT5A;SOCS3;CSF3;IL6;CSF2;TNFAIP2;CXCL1;LTB;TNF;MMP9;TYMP
Chronic kidney disease stage 5	10/388	4.8110806980968565E-5	7.434481305172312E-4	0	0	4.772814051164566	47.45133509321173	C3;IL1A;IL6;EDN1;IL1B;LTB;SOD2;TNF;MMP9;ICAM1
Uveomeningoencephalitic Syndrome	5/74	5.01066564596551E-5	7.730741282346786E-4	0	0	12.512512512512513	123.89084953995064	IL6;TNIP1;IL1B;TNFAIP3;TLR2
Hereditary gingival fibromatosis	5/74	5.01066564596551E-5	7.718624133001415E-4	0	0	12.512512512512513	123.89084953995064	CSF3;IL6;IFI27;MMP9;ICAM1
Keratitis	5/74	5.01066564596551E-5	7.706544909006108E-4	0	0	12.512512512512513	123.89084953995064	IL6;IL1B;TNF;S100A8;TLR2
Marginal Zone B-Cell Lymphoma	5/74	5.01066564596551E-5	7.694503432585785E-4	0	0	12.512512512512513	123.89084953995064	TNFAIP3;TNF;ICAM1;BIRC3;TLR2
Lip and Oral Cavity Carcinoma	11/473	5.051599781782353E-5	7.745260944673473E-4	0	0	4.306632213608958	42.60646203005202	IL6;OAS2;IL1B;CYP4F3;LIF;SOD2;TNF;S100A9;MMP9;ICAM1;TLR2
Eczema, Infantile	4/38	5.152364113203074E-5	7.88745085740807E-4	0	0	19.493177387914226	192.465298333702	IL6;VNN1;IL1B;S100A8
Takayasu Arteritis	4/38	5.152364113203074E-5	7.87518421532812E-4	0	0	19.493177387914226	192.465298333702	IL6;ITGB3;TNF;MMP9
Arteriovenous hemangioma	4/38	5.152364113203074E-5	7.862955668409908E-4	0	0	19.493177387914226	192.465298333702	IL6;IL1B;TNF;ICAM1
Vitiligo	8/243	5.238543054574008E-5	7.982077696178815E-4	0	0	6.096631611034903	60.093778682021835	IL6;EDN1;CSF2;IL1B;SOD2;TNF;ICAM1;TLR2
Acute Megakaryocytic Leukemias	6/122	5.245489611352127E-5	7.980289767858932E-4	0	0	9.107468123861565	89.7591701208599	IL1A;IL6;CSF2;ITGB3;IL1B;PDGFB
Viral meningitis	3/14	5.337530689806465E-5	8.107766865443266E-4	0	0	39.68253968253968	390.4032673248163	CSF2;MMP9;ICAM1
AIDS-Related Non-Hodgkin Lymphoma	3/14	5.337530689806465E-5	8.095254879539805E-4	0	0	39.68253968253968	390.4032673248163	IL6;TNF;TLR2
Autoinflammatory Syndrome	3/14	5.337530689806465E-5	8.082781451374104E-4	0	0	39.68253968253968	390.4032673248163	IL1A;IL1B;TNF
Milk-Alkali Syndrome	3/14	5.337530689806465E-5	8.070346402987374E-4	0	0	39.68253968253968	390.4032673248163	CYP27B1;IL6;TNF
Proliferative diabetic retinopathy	5/75	5.3456625983240095E-5	8.070226116179473E-4	0	0	12.345679012345679	121.43999953291687	EDN1;IL6;TNF;MMP9;ICAM1
Parkinson Disease	17/1064	5.4349889743005026E-5	8.19249565021861E-4	0	0	2.9587858535226954	29.05547819928179	PGLYRP4;SERPINA3;EDN1;CSF2;MX2;LIF;SOD2;TNF;MMP9;ICAM1;IL1A;IL6;IL1B;MAP3K8;PPARGC1A;CFB;TLR2
Hyperplasia	6/123	5.4905269317051614E-5	8.263537317733282E-4	0	0	9.033423667570009	88.61699398175642	SAA1;TNFAIP3;TNF;S100A9;MMP9;HBEGF
Primary infection NOS	5/76	5.69770351359149E-5	8.562237023176936E-4	0	0	12.183235867446392	119.06508605829706	IL6;IL1B;IRF7;TNF;MMP9
Kidney Neoplasm	8/246	5.7106069537152E-5	8.56852597574244E-4	0	0	6.022282445046673	58.841313762895325	IL32;CSF2;CYP4F3;XAF1;SOD2;TNF;PPARGC1A;MMP9
Colorectal Neoplasms	17/1073	6.0321835206268506E-5	9.037240798890348E-4	0	0	2.9339684512098305	28.505898825333063	EDN1;CSF2;SLC6A14;PDGFB;SOD2;TNF;MMP9;CXCL5;ICAM1;TYMP;IL6;IL1B;MAP3K8;XAF1;S100A9;S100A8;TLR2
Niemann-Pick Disease, Type C	5/77	6.067381416232769E-5	9.076137680172854E-4	0	0	12.025012025012023	116.76284692920618	IL1A;MAP3K8;TNF;TYMP;PSMB9
FANCONI ANEMIA, COMPLEMENTATION GROUP A (disorder)	8/249	6.217596274559265E-5	9.286707627107668E-4	0	0	5.949724825226832	57.62631018263318	IL6;CSF2;IL1B;INHBA;SOD2;TNF;MMP9;ICAM1
Spinal Cord Diseases	4/40	6.326402288323549E-5	9.434883412692541E-4	0	0	18.51851851851852	179.04062498640576	IL6;CSF2;TNF;MMP9
Chemical Carcinogenesis	4/40	6.326402288323549E-5	9.420588134794522E-4	0	0	18.51851851851852	179.04062498640576	IL1A;IL1B;CYP4F3;PLAT
Multiple Sclerosis, Relapsing-Remitting	5/78	6.455299915888626E-5	9.597986017148778E-4	0	0	11.870845204178536	114.53019918306133	IL6;IL1B;TNF;MMP9;ICAM1
Sudden infant death syndrome	5/78	6.455299915888626E-5	9.583487548844927E-4	0	0	11.870845204178536	114.53019918306133	IL1A;IL6;IL1B;CYP4F3;TNF
Bronchial Hyperreactivity	5/78	6.455299915888626E-5	9.569032816493728E-4	0	0	11.870845204178536	114.53019918306133	ITGB3;CXCL1;SOD2;TNF;ICAM1
Cardiac Hypertrophy	5/78	6.455299915888626E-5	9.554621622492984E-4	0	0	11.870845204178536	114.53019918306133	EDN1;IL1B;LIF;SOD2;TNF
Gastritis, Atrophic	6/127	6.563877846997004E-5	9.700720523351362E-4	0	0	8.748906386701663	84.2637261719411	IL1A;IL1B;SOD2;TNF;S100A8;TLR2
Childhood asthma	6/127	6.563877846997004E-5	9.686154876919903E-4	0	0	8.748906386701663	84.2637261719411	IL6;EDN1;TNF;MMP9;ICAM1;TLR2
T-Cell Lymphoma	9/324	6.596814217733787E-5	9.720163438064118E-4	0	0	5.144032921810699	49.518202812525686	SOCS3;IL1A;IL6;CSF2;IL1B;SAA1;MAP3K8;TNF;BIRC3
Humoral hypercalcemia of malignancy (disorder)	3/15	6.645717035330421E-5	9.777560931620865E-4	0	0	37.03703703703704	356.25751380120033	CYP27B1;IL6;TNF
Meningococcal meningitis	3/15	6.645717035330421E-5	9.762945743382268E-4	0	0	37.03703703703704	356.25751380120033	MMP13;MMP9;TLR2
Pemphigus Foliaceus	3/15	6.645717035330421E-5	9.74837418257125E-4	0	0	37.03703703703704	356.25751380120033	C3;IL6;TNF
Osteitis Deformans	5/79	6.862073172581236E-5	0.0010050738470958032	0	0	11.720581340834505	112.36422711137682	IL1A;IL6;CSF2;IL1B;TNF
Alzheimer Disease, Late Onset	8/253	6.951390384218093E-5	0.0010166408436918962	0	0	5.855658029571073	56.061974938478926	SERPINA3;IL6;CSF2;IL1B;SOD2;TNF;PPARGC1A;TLR2
Nephrotic Syndrome, Minimal Change	4/41	6.981317602767517E-5	0.0010195005854383235	0	0	18.066847335140018	172.8940884861001	IL6;IL1B;SOD2;TNF
Chikungunya Fever	4/41	6.981317602767517E-5	0.001017987973293756	0	0	18.066847335140018	172.8940884861001	BST2;OAS1;OAS2;OAS3
Gastrointestinal mucositis	4/41	6.981317602767517E-5	0.0010164798429629506	0	0	18.066847335140018	172.8940884861001	CSF3;CSF2;SOD2;TNF
Hepatitis, Autoimmune	6/129	7.160015071745052E-5	0.0010409560373537037	0	0	8.613264427217915	82.20855623606859	IL1A;IL6;IL1B;TNFAIP3;CXCL1;TNF
early pregnancy	6/129	7.160015071745052E-5	0.0010394184361168443	0	0	8.613264427217915	82.20855623606859	IL6;LIF;TNF;S100A9;MMP9;S100A8
Familial Alzheimer Disease (FAD)	7/188	7.266139970782371E-5	0.0010532687851452676	0	0	6.895193065405831	65.7091232002425	SERPINA3;IL1A;CSF2;IL1B;SPRR2A;SOD2;TNF
Prion Diseases	5/80	7.288325850584946E-5	0.0010549288138372436	0	0	11.574074074074073	110.26217124362049	SERPINA3;IL1A;IL6;IL1B;SOD2
Osteopenia	9/329	7.417519328252107E-5	0.0010720497052656133	0	0	5.065856129685916	48.17163518757397	IL1A;CSF3;IL6;CSF2;IL1B;TNF;S100A9;S100A8;TLR2
Hernia	4/42	7.684255333592425E-5	0.0011089700648832064	0	0	17.636684303350968	167.08557303988337	IL1A;IL6;IL1B;TNF
Peptic Ulcer	5/81	7.734693074352724E-5	0.0011146123685445539	0	0	11.431184270690443	108.221418173777	IL1A;EDN1;IL1B;TNF;S100A8
Neoplastic Cell Transformation	6/131	7.798589151279102E-5	0.001122174731753602	0	0	8.481764206955047	80.22886026867032	IL6;EDN1;MIR221;TNFAIP3;SOD2;MMP9
Guillain-Barre Syndrome, Familial	3/16	8.147234815604354E-5	0.0011706290024526256	0	0	34.72222222222222	326.9182945040636	IL1B;CXCL1;CXCL2
Other specified forms of pleural effusion, except tuberculous	3/16	8.147234815604354E-5	0.0011689200550037897	0	0	34.72222222222222	326.9182945040636	IL1B;CXCL2;TNF
Auricular swelling	3/16	8.147234815604354E-5	0.001167216089909032	0	0	34.72222222222222	326.9182945040636	CXCL2;TNF;ICAM1
Balkan Nephropathy	3/16	8.147234815604354E-5	0.001165517085411348	0	0	34.72222222222222	326.9182945040636	IL1A;IL1B;TNF
Group B Streptococcal Infection	3/16	8.147234815604354E-5	0.0011638230198802266	0	0	34.72222222222222	326.9182945040636	IL1B;CXCL1;CXCL2
Reactive hypoglycemia	3/16	8.147234815604354E-5	0.0011621338718107344	0	0	34.72222222222222	326.9182945040636	IL1B;SOD2;TNF
Renal carcinoma	11/500	8.296612694342928E-5	0.0011817262255072796	0	0	4.0740740740740735	38.284392432742195	C3;IL6;EDN1;CSF2;IFI27;LIF;TNF;MMP9;S100A8;ICAM1;MYLK
Lymphoma, T-Cell, Cutaneous	8/260	8.408659864029994E-5	0.0011959523754513281	0	0	5.698005698005698	53.46816725912637	STAT5A;IL32;SOCS3;IL6;CSF2;CCL20;TNFAIP3;TNF
Carcinoma of urinary bladder, superficial	4/43	8.437321022700831E-5	0.0011982946677905168	0	0	17.22652885443583	161.58933025186744	IL6;TNF;S100A9;S100A8
Dissection of aorta	4/43	8.437321022700831E-5	0.0011965655268557542	0	0	17.22652885443583	161.58933025186744	IL6;CSF2;MMP9;MYLK
Pulmonary Cystic Fibrosis	4/43	8.437321022700831E-5	0.0011948413690360774	0	0	17.22652885443583	161.58933025186744	IL1B;TNF;CXCL5;TLR2
Vesicular Stomatitis	6/133	8.481778967614809E-5	0.0011994089740103358	0	0	8.354218880534669	78.32084589182242	CSF3;IL6;P2RY6;IRF7;TNF;BIRC3
Lewy Body Disease	6/133	8.481778967614809E-5	0.001197685685254574	0	0	8.354218880534669	78.32084589182242	SERPINA3;IL6;EDN1;CSF2;SOD2;MMP9
Hepatitis A	8/261	8.636150429405395E-5	0.0012177343819253404	0	0	5.676174258549737	53.11178392844768	SOCS3;IL1B;VTCN1;TNF;CXCL2;S100A8;TLR2;PSMB9
Skin Carcinogenesis	6/134	8.840803746127285E-5	0.0012448054329074348	0	0	8.291873963515753	77.39260091995169	IL1A;PLAT;SOD2;TNF;MMP9;IRF9
Eclampsia	7/194	8.848552164786986E-5	0.0012441140296927968	0	0	6.681939671630392	62.360348716811345	IL6;EDN1;INHBA;TNF;MMP9;HBEGF;TLR2
Cardiomyopathy, Dilated	10/419	9.11313699747104E-5	0.001279484434444934	0	0	4.419694157164324	41.11733610173285	IL1A;CSF3;EDN1;IL1B;RBM20;CXCL1;SOD2;TNF;PPARGC1A;MMP9
Hyperalgesia, Secondary	5/84	9.200989148455675E-5	0.0012899760535095917	0	0	11.022927689594354	102.44284028393068	IL1A;EDN1;IL6;IL1B;TNF
Thrombophilia	5/84	9.200989148455675E-5	0.0012881384807837946	0	0	11.022927689594354	102.44284028393068	C3;IL6;ITGB3;PLAT;TNF
Allodynia	5/84	9.200989148455675E-5	0.001286306135860916	0	0	11.022927689594354	102.44284028393068	IL1A;EDN1;IL6;IL1B;TNF
Chronic sinusitis	5/84	9.200989148455675E-5	0.0012844789964633861	0	0	11.022927689594354	102.44284028393068	CXCL6;SOCS3;IL6;TNF;MMP9
Arthritis, Adjuvant-Induced	4/44	9.242648510504405E-5	0.0012884645327835076	0	0	16.835016835016834	156.38210412546667	IL6;IL1B;SAA1;TNF
Arthritis, Collagen-Induced	4/44	9.242648510504405E-5	0.0012866395121988285	0	0	16.835016835016834	156.38210412546667	IL6;IL1B;SAA1;TNF
Arthritis, Experimental	4/44	9.242648510504405E-5	0.0012848196543315035	0	0	16.835016835016834	156.38210412546667	IL6;IL1B;SAA1;TNF
Leprosy, Lepromatous	4/44	9.242648510504405E-5	0.0012830049373056115	0	0	16.835016835016834	156.38210412546667	IL6;TNF;ICAM1;TLR2
Multiple Sclerosis, Acute Fulminating	4/44	9.242648510504405E-5	0.00128119533936865	0	0	16.835016835016834	156.38210412546667	TNFSF14;IL1B;TNFAIP3;ICAM1
Toxic Shock Syndrome	4/44	9.242648510504405E-5	0.0012793908388906662	0	0	16.835016835016834	156.38210412546667	IL6;IL1B;TNF;TLR2
Endometriosis of uterus	4/44	9.242648510504405E-5	0.0012775914143633937	0	0	16.835016835016834	156.38210412546667	IL6;SOD2;TNF;MMP9
Japanese Encephalitis	4/44	9.242648510504405E-5	0.0012757970443994001	0	0	16.835016835016834	156.38210412546667	IL6;CSF2;IL1B;TNF
Secondary malignant neoplasm of liver	11/508	9.54862484927416E-5	0.0013161835205984075	0	0	4.009915427238262	37.11789569573808	IL32;IL6;CSF2;MMP13;TNFSF14;CCL20;CXCL1;TNF;MMP9;ICAM1;TYMP
Hyperalgesia, Primary	5/85	9.734373283383407E-5	0.001339907851948069	0	0	10.893246187363834	100.62377130597285	IL1A;EDN1;IL6;IL1B;TNF
Thrombocytopenia	9/341	9.74444558086412E-5	0.0013394183380242319	0	0	4.887585532746823	45.14285447852396	SOCS3;CSF3;IL6;CSF2;ITGB3;PDGFB;IRF7;TNF;TLR2
Cervical Intraepithelial Neoplasia Grade 2/3	3/17	9.854241438813502E-5	0.00135261850364049	0	0	32.6797385620915	301.47135619424296	IL1A;IL6;IL1B
Meningoencephalitis	3/17	9.854241438813502E-5	0.001350732006424813	0	0	32.6797385620915	301.47135619424296	CSF2;PLAT;TNF
Mesangial proliferative glomerulonephritis	3/17	9.854241438813502E-5	0.001348850764076032	0	0	32.6797385620915	301.47135619424296	IL6;IL1B;PDGFB
Pediatric Crohn's disease	3/17	9.854241438813502E-5	0.0013469747546684158	0	0	32.6797385620915	301.47135619424296	CSF2;TNF;S100A9
Delirium	4/45	1.0102398966118442E-4	0.0013789774588751674	0	0	16.46090534979424	151.44284029512576	IL6;IL1B;LIF;TNF
Infectious Otitis Media	4/45	1.0102398966118442E-4	0.0013770648687796401	0	0	16.46090534979424	151.44284029512576	IL6;IL1B;TNF;TLR2
Memory impairment	8/267	1.0111021925706957E-4	0.0013763313502195011	0	0	5.548619780829519	51.043414378487874	IL1A;IL6;CSF2;IL1B;PDGFB;TNF;S100A9;PPARGC1A
Spontaneous abortion	6/138	1.0399843486365026E-4	0.0014136882681050548	0	0	8.051529790660226	73.84166431822966	CSF3;IL6;ITGB3;IL1B;LIF;IFI6
Pancreatitis	8/269	1.0646720388403614E-4	0.0014452481764810872	0	0	5.50736610216164	50.379587305467986	IL6;EDN1;IL1B;TNF;S100A9;S100A8;ICAM1;TLR2
Systemic candidiasis	4/46	1.1018759941759529E-4	0.001493687899415347	0	0	16.10305958132045	146.75243471092128	IL6;IL1B;ZC3H12A;TNF
Sarcoidosis, Pulmonary	4/46	1.1018759941759529E-4	0.00149163047806629	0	0	16.10305958132045	146.75243471092128	CSF2;TNF;CXCL5;TLR2
Cutaneous Mastocytosis	4/46	1.1018759941759529E-4	0.0014895787167484545	0	0	16.10305958132045	146.75243471092128	CXCL6;IL6;FAM167A;TNF
Peptic Esophagitis	4/46	1.1018759941759529E-4	0.0014875325921375364	0	0	16.10305958132045	146.75243471092128	IL6;IL1B;TNF;PSMB9
Cardiac Arrest	7/201	1.1038845341125135E-4	0.0014881998904331664	0	0	6.449235304956698	58.76223984503482	IL6;EDN1;IFI27;TNFSF14;IL1B;TNF;ICAM1
Retroviridae Infections	5/88	1.147799483513394E-4	0.0015452840169821419	0	0	10.52188552188552	95.45974069090673	BST2;IL6;CSF2;IL1B;TNF
Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	9/349	1.1613986334249875E-4	0.0015614535936115973	0	0	4.775549188156638	43.2698919516851	SOCS3;IL6;IFI27;TNFSF14;LTB;PDZK1IP1;TNF;BIRC3;PSMB9
Refractory anemia with excess blasts in transformation (clinical)	3/18	1.1778686314595221E-4	0.0015814334576481125	0	0	30.864197530864192	279.21709293984713	CSF3;IL6;TNF
Tactile Amnesia	3/18	1.1778686314595221E-4	0.001579275976805482	0	0	30.864197530864192	279.21709293984713	IL1A;IL6;CSF2
Temporary Amnesia	3/18	1.1778686314595221E-4	0.0015771243746572458	0	0	30.864197530864192	279.21709293984713	IL1A;IL6;CSF2
Amnestic State	3/18	1.1778686314595221E-4	0.0015749786272087325	0	0	30.864197530864192	279.21709293984713	IL1A;IL6;CSF2
Chronic Neutrophilic Leukemia	3/18	1.1778686314595221E-4	0.0015728387105956771	0	0	30.864197530864192	279.21709293984713	CSF3;CSF2;BIRC3
Degeneration of lumbar intervertebral disc	3/18	1.1778686314595221E-4	0.0015707046010833357	0	0	30.864197530864192	279.21709293984713	IL1A;MMP13;IL1B
Dissociative Amnesia	3/18	1.1778686314595221E-4	0.0015685762750656076	0	0	30.864197530864192	279.21709293984713	IL1A;IL6;CSF2
Global Amnesia	3/18	1.1778686314595221E-4	0.0015664537090641657	0	0	30.864197530864192	279.21709293984713	IL1A;IL6;CSF2
Hysterical amnesia	3/18	1.1778686314595221E-4	0.0015643368797275924	0	0	30.864197530864192	279.21709293984713	IL1A;IL6;CSF2
Infection by Candida albicans	3/18	1.1778686314595221E-4	0.0015622257638305242	0	0	30.864197530864192	279.21709293984713	IL1B;ZC3H12A;TNF
Low Back Pain	3/18	1.1778686314595221E-4	0.001560120338272801	0	0	30.864197530864192	279.21709293984713	IL1A;IL1B;PLAT
Pleocytosis	3/18	1.1778686314595221E-4	0.001558020580078625	0	0	30.864197530864192	279.21709293984713	IL6;CSF2;IL1B
Squamous cell carcinoma of esophagus	16/1023	1.1816957696701956E-4	0.001560981992515952	0	0	2.8963469823684878	26.192794966692237	KRT4;TNFAIP2;TNFAIP3;PLAT;SOD2;TNF;MMP9;TYMP;PSMB9;IL6;MMP13;IFI27;IL1B;ZC3H12A;SPRR2A;S100A8
Diabetic Foot	4/47	1.199394443336596E-4	0.0015822347099479282	0	0	15.760441292356186	142.2935157305581	EDN1;MMP9;S100A8;TLR2
Malaria, Falciparum	5/89	1.2109381239652604E-4	0.0015953217000443136	0	0	10.403662089055347	93.83005621829118	IL1B;IRF7;TNF;MMP9;ICAM1
Tactile Allodynia	5/89	1.2109381239652604E-4	0.0015931860618916438	0	0	10.403662089055347	93.83005621829118	IL1A;EDN1;IL6;IL1B;TNF
Chagas Disease	5/89	1.2109381239652604E-4	0.0015910561340014143	0	0	10.403662089055347	93.83005621829118	IL6;IL1B;TNF;MMP9;PPARGC1A
Lymphatic Metastasis	6/142	1.2170006575468351E-4	0.0015968868441081836	0	0	7.824726134585289	70.5316981038303	IL6;IFI27;SOD2;TNF;MMP9;ICAM1
